Term,Section Name,Requisites,Description,Available Seats,Enrolled,Capacity,Waitlisted,Instructor Method,Modality 1 Schedule,Modality 1 Instructor,Modality 1 Times,Modality 1 Location,Modality 1 Days,Modality 2 Times,Modality 2 Days,Modality 2 Instructor,Modality 2 Location
Spring 2025,ESL-342-01,None,ESL Intermediate,20,20,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Robin M. Berg,6:00 PM - 9:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,ESL-343-01,None,ESL Advanced,32,8,40,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Jason A. Malone,6:00 PM - 8:05 PM,None,M/W, - ,,None,None,None
Spring 2025,ESL-344-01,None,ESL Bridge to College,31,9,40,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Angelica Zavala,6:00 PM - 8:05 PM,None,T/Th, - ,,None,None,None
Spring 2025,ESL-354-01,None,High-Inter. Academic ESL,17,12,29,0,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Dairea H Burum,6:00 PM - 9:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,ESL-355-01,None,Low-Adv Academic ESL,20,9,29,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Inga I. Moses,6:00 PM - 9:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,ESL-502-01,None,Tutoring in Writing,98,2,100,0,Hybrid Flexible Lab,2/3/2025 - 5/31/2025,Tera L. Martin, - ,None,,None,None,None,None,None
Spring 2025,ETECH-130-01,None,Intro to Creo,0,35,35,6,"No Required Times Online Lect, Hybrid Flexible Lab",2/3/2025 - 5/31/2025,Robert A. Hines, - ,None,,6:00 PM - 6:50 PM,M,Gary P. Marcoccia,None,Gary P. Marcoccia
Spring 2025,ETECH-24-01,None,Intro to AutoCAD,1,24,25,0,"Required Times on Campus Lect, Required Times on Campus Lab, Hybrid Flexible Lab",2/3/2025 - 5/31/2025,Gary P. Marcoccia,6:00 PM - 8:05 PM,None,M,8:15 PM - 10:20 PM,M,None,None,None
Spring 2025,ETECH-31-01,None,Introduction to Electronics,5,20,25,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Marcelo V. Nogueira,6:00 PM - 8:05 PM,None,T,8:15 PM - 10:20 PM,T,Gary P. Marcoccia,None,Gary P. Marcoccia
Spring 2025,ETECH-41-01,None,Advanced AutoCAD,0,25,25,2,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Doron L. Brenner, - ,None,, - ,,Gary P. Marcoccia,None,Gary P. Marcoccia
Spring 2025,ETECH-61-01,None,Architecture/Green Design-B,1,24,25,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,William E. Fisher,6:00 PM - 8:25 PM,None,W,8:35 PM - 9:55 PM,W,None,None,None
Spring 2025,ETHN-1-01,None,Intro Ethnic Studies,30,19,49,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Alicia Bencomo Garcia,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,ETHN-21A-01,None,Chicano History to 1877,0,44,44,4,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Enrique M. Buelna,12:40 PM - 2:00 PM,None,T/Th,None,None,None,None,None
Spring 2025,ETHN-27AN-01,None,Native American Hist/Lit I,0,34,34,19,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Andrew G. Fague,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,ETHN-3-01,None,"Race, Ethnicity, and Society",0,51,49,10,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Sadie D. Reynolds,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,ETHN-8-01,None,Intro to Latino/a Studies,34,10,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Alicia Bencomo Garcia,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,FIN-4-01,None,Money Management,0,43,43,8,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Mo N. Hassan, - ,None,, - ,,None,None,None
Spring 2025,FR-1-01,None,Elem French I,5,25,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lab, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Robyn B. Marshall,1:00 PM - 2:30 PM,None,T/Th, - ,,None,None,None
Spring 2025,FR-2-01,None,Elementary French II,25,5,30,0,"Required Times on Campus Lect, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Robyn B. Marshall,1:00 PM - 2:30 PM,None,M/W, - ,,None,None,None
Spring 2025,FT-1-01,None,Fire Protection Org,0,40,40,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Craig G. Schwinge, - ,None,,None,None,None,None,None
Spring 2025,FT-155D-SB01,None,Fire Tech Modules,0,22,12,0,Required Times on Campus Lab,7/9/2024 - 5/8/2025,Kevin Jensen, - ,None,,None,None,None,None,None
Spring 2025,FT-183-01,None,Emergency Medical Technician,0,35,35,31,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leilani S. Roth,10:00 AM - 1:30 PM,None,M/W,None,None,None,None,None
Spring 2025,FT-183L-01,None,EMT Lab,0,35,35,30,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Leilani S. Roth,2:00 PM - 5:50 PM,None,M/W,None,None,None,None,None
Spring 2025,FT-184-LS01,None,Emt Refresher,30,5,35,0,Required Times on Campus Lect,3/7/2025 - 3/9/2025,Joanna E. Sokol,8:00 AM - 5:10 PM,None,F/Sa/Su,None,None,None,None,None
Spring 2025,FT-3-01,None,Equipment/Systems,0,40,40,4,No Required Times Online Lect,2/3/2025 - 5/31/2025,Norcliff W. Wiley, - ,None,,None,None,None,None,None
Spring 2025,FT-484NRE-LS01,None,NREMT-B Prep,70,0,70,0,"Required Times on Campus Lect, Online Asynchronous Lect",5/31/2025 - 5/31/2025,Leilani S. Roth,8:30 AM - 12:20 PM,None,Sa, - ,,None,None,None
Spring 2025,FT-484SCW-LS01,None,State Cert Workshop,70,0,70,0,"Required Times on Campus Lect, Online Asynchronous Lect",5/31/2025 - 5/31/2025,Leilani S. Roth,12:50 PM - 4:40 PM,None,Sa, - ,,None,None,None
Spring 2025,FT-7-01,None,Hazardous Materials,26,14,40,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Norcliff W. Wiley, - ,None,,None,None,None,None,None
Spring 2025,FT-8-01,None,Wildlands Fire Control,23,17,40,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Norcliff W. Wiley, - ,None,,None,None,None,None,None
Spring 2025,GEOG-1-01,None,Physical Geography,5,41,46,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Deirdre C. Scholar,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,GEOG-17-01,None,Intro to Geographic Info Sys,9,24,33,0,"Required Times on Campus Lect, No Required Times Online Lect",2/3/2025 - 5/31/2025,Erik N. Lowe,6:00 PM - 7:50 PM,None,M, - ,,None,None,None
Spring 2025,GEOG-1L-01,None,Phys Geography Lab,10,24,34,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Deirdre C. Scholar,11:10 AM - 2:15 PM,None,T,None,None,None,None,None
Spring 2025,GEOG-2-01,None,Cultural Geography,30,19,49,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Joseph K. Beard, - ,None,,None,None,None,None,None
Spring 2025,GEOG-3-01,None,Weather & Climate,2,63,65,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Deirdre C. Scholar, - ,None,,None,None,None,None,None
Spring 2025,GEOG-3L-01,None,Weather and Climate Lab,4,30,34,0,No Required Times Online Lab,2/3/2025 - 5/31/2025,Deirdre C. Scholar, - ,None,,None,None,None,None,None
Spring 2025,GEOG-4-01,None,World Regional Geog,27,22,49,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Keith A. Ducote, - ,None,,None,None,None,None,None
Spring 2025,GEOL-15-01,None,Environmental Geolg,0,40,40,5,No Required Times Online Lect,2/3/2025 - 5/31/2025,Colin M. Kolbus, - ,None,,None,None,None,None,None
Spring 2025,GEOL-20-01,None,Historical Geology,11,17,28,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Lisa A. Gilbert,9:30 AM - 10:50 AM,None,M/W,8:30 AM - 12:35 PM,F,None,None,None
Spring 2025,GRMN-2-01,None,Elementary German II,28,2,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lab",2/3/2025 - 5/31/2025,Kathryn S. Weingand,10:20 AM - 12:25 PM,None,T/Th, - ,,None,None,None
Spring 2025,HIST-14-01,None,Women in America,29,15,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Cheryl L Barkey,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,HIST-15-01,None,Recent U.S. History,32,12,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Michael J. Pebworth,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,HIST-17A-01,None,US History to 1877,0,44,44,14,No Required Times Online Lect,2/3/2025 - 5/31/2025,Michael E. Mangin, - ,None,,None,None,None,None,None
Spring 2025,HIST-17B-01,None,US History Since 1865,0,44,44,11,No Required Times Online Lect,2/3/2025 - 5/31/2025,Sandy E. Davie, - ,None,,None,None,None,None,None
Spring 2025,HIST-19C-01,None,Intro to Japanese History,27,17,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Daniel R. Stewart,2:30 PM - 5:35 PM,None,Th,None,None,None,None,None
Spring 2025,HIST-21A-01,None,Chicano History to 1877,0,44,44,7,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Enrique M. Buelna,12:40 PM - 2:00 PM,None,T/Th,None,None,None,None,None
Spring 2025,HIST-21B-01,None,Chicano History Since 1877,30,14,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Enrique M. Buelna,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,HIST-27AN-01,None,Native American Hist/Lit I,0,34,34,16,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Andrew G. Fague,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,HIST-29B-01,None,African America Hist From 1865,11,33,44,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Elyse L. Banks, - ,None,,None,None,None,None,None
Spring 2025,HIST-2A-01,None,World History to 1500,25,19,44,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Cheryl L Barkey,11:10 AM - 12:30 PM,None,W, - ,,None,None,None
Spring 2025,HIST-2B-01,None,World Hist From 1500 to Pres.,22,22,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Michael J. Pebworth,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,HIST-4B-01,None,European History Since 1648,3,41,44,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Michael E. Mangin, - ,None,,None,None,None,None,None
Spring 2025,HONRS-1H-LS01,None,Honors Colloquium I,19,6,34,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",4/14/2025 - 4/28/2025,Steven J. Schessler,2:20 PM - 3:50 PM,None,M, - ,,None,None,None
Spring 2025,HONRS-2H-LS01,None,Honors Colloquium II,9,6,34,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",4/14/2025 - 4/28/2025,Steven J. Schessler,2:20 PM - 3:50 PM,None,M, - ,,None,None,None
Spring 2025,HORT-11-01,None,Intro to Ag Business,22,8,30,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Sarah E. Hulick, - ,None,,None,None,None,None,None
Spring 2025,HORT-140A-01,None,Introductory Berry,15,10,25,0,Required Zoom Meetings Lecture,2/4/2025 - 2/27/2025,Clare R. Taylor,6:00 PM - 8:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,HORT-140B-LS01,None,Intermediate Berry,19,6,25,0,Required Zoom Meetings Lecture,3/4/2025 - 3/27/2025,Sarah E. Hulick,6:00 PM - 8:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,HORT-160B-01,None,Edible Landscaping,8,19,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Melissa A. Schilling,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,HORT-164-01,None,Cal Native Plants,0,30,30,2,"No Required Times Online Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Nicola J. Hughes, - ,None,,9:30 AM - 12:35 PM,M,None,None,None
Spring 2025,HORT-172-01,None,Arboriculture,13,12,25,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Peter Quintanilla,9:30 AM - 11:35 AM,None,F,12:00 PM - 3:05 PM,F,None,None,None
Spring 2025,HORT-173-01,None,Landscape Pruning,9,16,25,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/8/2025 - 2/14/2025,Peter Quintanilla,9:00 AM - 11:05 AM,None,Sa,9:00 AM - 11:05 AM,Sa,None,None,None
Spring 2025,HORT-1B-01,None,Basic Horticulture: Crop Prod,14,18,32,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Sarah E. Hulick,12:45 PM - 3:50 PM,None,M,12:45 PM - 3:50 PM,W,None,None,None
Spring 2025,HORT-2-01,None,Soil Science and Mgmt,2,32,34,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Clare R. Taylor,12:55 PM - 2:15 PM,None,T/Th,9:30 AM - 12:35 PM,T,None,None,None
Spring 2025,HORT-440A-01,None,Introductory Berry,15,10,25,0,Required Zoom Meetings Lecture,2/4/2025 - 2/27/2025,Clare R. Taylor,6:00 PM - 8:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,HORT-440B-LS01,None,Intermediate Berry,19,6,25,0,Required Zoom Meetings Lecture,3/4/2025 - 3/27/2025,Sarah E. Hulick,6:00 PM - 8:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,HORT-58-01,None,Irrigation,20,10,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Christopher M. Johnson,9:30 AM - 12:35 PM,None,F,12:55 PM - 4:00 PM,F,None,None,None
Spring 2025,HORT-63-01,None,Spring Plant Materials/Design,14,16,30,0,"No Required Times Online Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Nicola J. Hughes, - ,None,,9:30 AM - 12:35 PM,W,None,None,None
Spring 2025,HORT-66-01,None,Landscape Design,17,8,25,0,"No Required Times Online Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Shanti M. Wertz, - ,None,,9:00 AM - 12:05 PM,M,None,None,None
Spring 2025,HS-10-01,None,Personal Health,0,43,43,4,No Required Times Online Lect,2/3/2025 - 5/31/2025,Adrienne L. Saxton, - ,None,,None,None,None,None,None
Spring 2025,HS-12-01,None,Stress Management,0,43,43,15,No Required Times Online Lect,2/3/2025 - 5/31/2025,Gina M. Lepore, - ,None,,None,None,None,None,None
Spring 2025,HS-131-01,None,C.H. Worker Skills,9,15,43,0,"Required Times on Campus Lect, No Required Times Online Lect",2/3/2025 - 5/31/2025,Julieanne C. Jones,9:30 AM - 11:35 AM,None,Th, - ,,None,None,None
Spring 2025,HS-15-01,None,Human Sexuality,0,43,43,2,No Required Times Online Lect,2/3/2025 - 5/31/2025,Gina M. Lepore, - ,None,,None,None,None,None,None
Spring 2025,HS-24-01,None,Environmntl Health,0,43,43,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Alyssa S. Steiner, - ,None,,None,None,None,None,None
Spring 2025,HS-431-01,None,C.H. Worker Skills,19,15,43,0,"Required Times on Campus Lect, No Required Times Online Lect",2/3/2025 - 5/31/2025,Julieanne C. Jones,9:30 AM - 11:35 AM,None,Th, - ,,None,None,None
Spring 2025,HSERV-161-01,None,AOD Treatmnt/Recov,23,17,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Staff,2:10 PM - 5:15 PM,None,W,None,None,None,None,None
Spring 2025,HSERV-162-01,None,AOD Physiol/Pharmac,10,30,40,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Mark W. Stanford, - ,None,,None,None,None,None,None
Spring 2025,HSERV-163-LS01,None,Preventn: Alc/Drugs,27,13,40,0,Required Times on Campus Lect,2/22/2025 - 2/23/2025,Staff,9:00 AM - 6:10 PM,None,Sa/Su,None,None,None,None,None
Spring 2025,HSERV-450EP-LS01,None,FDC Exam Prep,35,5,40,0,"Hybrid Flexible Lecture, Lecture (M)",2/19/2025 - 3/22/2025,Gail H. West,11:10 AM - 12:30 PM,None,W,None,None,None,None,None
Spring 2025,HSERV-50-01,None,Intro to Human Serv,5,35,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Gail H. West,6:10 PM - 9:15 PM,None,Th,None,None,None,None,None
Spring 2025,HSERV-51-01,None,Pract in Hum Serv,17,23,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Staff,2:10 PM - 5:15 PM,None,T,None,None,None,None,None
Spring 2025,HSERV-53-01,None,Group Counseling,18,22,40,0,Required Times on Campus Lect,2/5/2025 - 4/9/2025,Staff,6:15 PM - 9:20 PM,None,W,9:00 AM - 4:10 PM,Sa,None,None,None
Spring 2025,HSERV-55A-01,None,Hmn Sv Practicum I,40,20,60,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Gail H. West, - ,None,,None,None,None,None,None
Spring 2025,HSERV-55B-01,None,Hmn Sv Practicum II,40,20,60,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Gail H. West, - ,None,,None,None,None,None,None
Spring 2025,HSERV-56A-01,None,AOD Practicum I,44,16,60,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Gail H. West, - ,None,,None,None,None,None,None
Spring 2025,HSERV-56B-01,None,AOD Practicum II,44,16,60,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Gail H. West, - ,None,,None,None,None,None,None
Spring 2025,ITAL-2-01,None,Elementary Italian II,20,10,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lab",2/3/2025 - 5/31/2025,Cristina Polesel Livoti,1:30 PM - 3:35 PM,None,T/Th, - ,,None,None,None
Spring 2025,JAPAN-1-01,None,Elementary Japanese I,0,30,30,6,"Required Zoom Meetings Lecture, No Required Times Online Lab",2/3/2025 - 5/31/2025,Miyuki Takeuchi,2:30 PM - 4:35 PM,None,T/Th, - ,,None,None,None
Spring 2025,JAPAN-2-01,None,Elementary Japanese II,13,17,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lab",2/3/2025 - 5/31/2025,Miyuki Takeuchi,6:00 PM - 8:05 PM,None,T/Th, - ,,None,None,None
Spring 2025,JOURN-2-01,None,Special Projects,16,13,29,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Bradley M. Kava,2:30 PM - 3:50 PM,None,T/Th,None,None,None,None,None
Spring 2025,JOURN-21-01,None,Mass Communications,6,28,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Alexandria Bordas,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,JOURN-23A-01,None,Reporting for the News Media,16,13,29,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Bradley M. Kava,2:30 PM - 3:50 PM,None,T/Th,None,None,None,None,None
Spring 2025,JOURN-54A-01,None,News Production A,24,5,29,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Alexandria Bordas,12:40 PM - 2:00 PM,None,T/Th,None,None,None,None,None
Spring 2025,JOURN-54B-01,None,News Production B,24,5,29,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Alexandria Bordas,12:40 PM - 2:00 PM,None,T/Th,None,None,None,None,None
Spring 2025,JOURN-54C-01,None,News Production C,24,5,29,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Alexandria Bordas,12:40 PM - 2:00 PM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-10AL-01,None,Sports Med Lab I,6,4,10,0," Arranged On Campus Lab, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Michael R Cutler, - ,None,,11:00 AM - 12:05 PM,F,None,None,None
Spring 2025,KIN-10B-01,None,Athl Training B,22,8,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Rebecca Northon,11:10 AM - 12:30 PM,None,M/W,None,None,None,None,None
Spring 2025,KIN-10BL-01,None,Sports Med Lab II,6,4,10,0," Arranged On Campus Lab, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Michael R Cutler, - ,None,,11:00 AM - 12:05 PM,,None,None,None
Spring 2025,KIN-10CL-01,None,Sports Med Lab III,8,2,10,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Rebecca Northon, - ,None,,None,None,None,None,None
Spring 2025,KIN-10DL-01,None,Sports Med Lab IV,9,1,10,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Rebecca Northon, - ,None,,None,None,None,None,None
Spring 2025,KIN-13-LS01,None,First Aid,0,20,20,3,"No Required Times Online Lect, Required Times on Campus Lab, Online Asynchronous Lab",2/3/2025 - 3/29/2025,Joshua P. Thomas, - ,None,,9:00 AM - 1:05 PM,Sa,None,None,None
Spring 2025,KIN-15-LS01,None,Community CPR,6,14,20,0,Required Times on Campus Lab,2/10/2025 - 2/17/2025,Joshua P. Thomas,5:30 PM - 9:50 PM,None,M,None,None,None,None,None
Spring 2025,KIN-2-01,None,Kinesiology Intro,0,30,30,4,No Required Times Online Lect,2/3/2025 - 5/31/2025,Kristy J. Rosinger, - ,None,,None,None,None,None,None
Spring 2025,KIN-20L-01,None,Aerobic Fitness,462,59,2000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-22L-01,None,Strength Training,407,161,2000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-23A-01,None,Fitness and Conditioning I,450,77,1000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-23B-01,None,Fitness and Cond II,474,38,1000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-23C-01,None,Fit and Condit III,486,19,1000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-23D-01,None,Fit and Condit IV,492,12,1000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-24L-01,None,Lifetime Fitness,451,88,2000,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,James M. Page, - ,None,,None,None,None,None,None
Spring 2025,KIN-27A-01,None,Beg Weight Training,12,18,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Justin D. Hansen,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,KIN-27B-01,None,Int Weight Training,12,18,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Justin D. Hansen,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,KIN-37A-01,None,Hatha Yoga I,0,30,30,10,No Required Times Online Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer, - ,None,,None,None,None,None,None
Spring 2025,KIN-37B-01,None,Hatha Yoga II,0,30,30,3,No Required Times Online Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer, - ,None,,None,None,None,None,None
Spring 2025,KIN-38A-01,None,Beg Yoga/Stress Red,1,29,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Leonard S. Norton,5:00 PM - 7:05 PM,None,W,None,None,None,None,None
Spring 2025,KIN-38B-01,None,Int Yoga/Stress Red,1,29,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Leonard S. Norton,5:00 PM - 7:05 PM,None,W,None,None,None,None,None
Spring 2025,KIN-39A-01,None,Gyrokinesis® Yoga I,11,19,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,8:00 AM - 9:35 AM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-39B-01,None,Gyrokinesis® Yoga II,11,19,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,8:00 AM - 9:35 AM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-39C-01,None,Gyrokinesis® Yoga III,11,19,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,8:00 AM - 9:35 AM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-39D-01,None,Gyrokin® Yoga IV,11,19,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,8:00 AM - 9:35 AM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-416-LS01,None,Advanced CPR: Healthcare Pro,17,3,20,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/24/2025 - 3/3/2025,Michael R Cutler,5:30 PM - 6:20 PM,None,M,6:30 PM - 9:45 PM,M,None,None,None
Spring 2025,KIN-42A-01,None,Beg. Pickleball,0,24,24,1,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Anthony J. Marcopulos,11:15 AM - 12:35 PM,None,M/W,None,None,None,None,None
Spring 2025,KIN-42B-01,None,Int. Pickleball,0,24,24,1,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Anthony J. Marcopulos,11:15 AM - 12:35 PM,None,M/W,None,None,None,None,None
Spring 2025,KIN-42C-01,None,Adv. Pickleball,0,24,24,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Anthony J. Marcopulos,11:15 AM - 12:35 PM,None,M/W,None,None,None,None,None
Spring 2025,KIN-4LA-01,None,Beg Pers Train Lab,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Gary P. Marcoccia,1:45 PM - 3:50 PM,None,F,None,None,None,None,None
Spring 2025,KIN-4LB-01,None,Int Pers Train Lab,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Gary P. Marcoccia,1:45 PM - 3:50 PM,None,F,None,None,None,None,None
Spring 2025,KIN-4LC-01,None,Adv Pers Train Lab,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Gary P. Marcoccia,1:45 PM - 3:50 PM,None,F,None,None,None,None,None
Spring 2025,KIN-4LD-01,None,Expert Persnl Train,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Gary P. Marcoccia,1:45 PM - 3:50 PM,None,F,None,None,None,None,None
Spring 2025,KIN-5-01,None,Theory of Coaching,13,17,30,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Paolo G. Carbone, - ,None,,None,None,None,None,None
Spring 2025,KIN-60A-01,None,Beg Swimming,6,17,23,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Joshua P. Thomas,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-60B-01,None,Intrmd Swimming,6,17,23,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Joshua P. Thomas,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-60C-01,None,Advcd Swimming,6,17,23,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Joshua P. Thomas,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,KIN-61A-01,None,Beg. Swim Fitness,50,25,75,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Staff, - ,None,,None,None,None,None,None
